Company_ID,Purchase_Date,Product_Category,Quantity,Total_Sales,Gender,Marital_Status,Price_Per_Unit,Customer_Type,Age
3,2020-03-16,Books,4,32.24682708246178,Male,Single,32.95289979045006,Returning Customer,78
3,2021-06-10,Clothing,4,246.06139841540863,Male,Single,8.98804965009257,Returning Customer,52
3,2021-03-09,Books,7,365.14691033618925,Female,Married,32.046870042762265,New Customer,74
2,2020-03-29,Clothing,5,309.8521198914217,Male,Divorced,31.059341833677664,Returning Customer,46
4,2020-11-26,Beauty,8,69.49111853659616,Female,Married,12.004287484415755,Returning Customer,77
6,2021-03-01,Electronics,6,404.5991573033042,Male,Divorced,26.803048925322155,Returning Customer,27
3,2020-01-24,Electronics,7,232.44864738127544,Male,Divorced,37.66598563812836,Returning Customer,54
3,2020-11-02,Electronics,5,56.67087389184072,Female,Widowed,36.403296231037615,New Customer,22
3,2020-04-02,Books,10,401.65297417172644,Female,Single,16.99684935453696,New Customer,23
3,2020-06-22,Home,4,252.51136341655388,Male,Married,8.719070518485305,Returning Customer,75
2,2021-08-14,Home,9,21.183220213164006,Female,Divorced,7.662435351793828,Returning Customer,49
5,2020-11-19,Home,1,224.13227815573788,Male,Married,21.304978991776636,Returning Customer,48
6,2021-06-09,Clothing,3,369.7465313486647,Male,Widowed,36.687371961492715,Returning Customer,73
4,2021-01-28,Clothing,5,12.844722007288212,Female,Single,47.19978644213904,Returning Customer,36
4,2020-10-13,Books,4,178.8496379445217,Male,Widowed,9.433717910235124,Returning Customer,57
5,2020-11-15,Books,10,285.7952795203171,Male,Married,35.26268232155398,Returning Customer,40
4,2020-06-10,Books,1,421.2043180679702,Female,Divorced,31.726586010030967,Returning Customer,25
5,2021-12-25,Electronics,1,111.59262803629794,Female,Married,29.09286445628863,Returning Customer,51
1,2020-04-26,Clothing,2,454.66036584794296,Male,Married,13.68570961388349,Returning Customer,56
1,2021-08-07,Clothing,4,112.96309931456808,Male,Married,47.809037641778716,New Customer,27
4,2020-10-23,Home,6,198.280464465238,Male,Divorced,41.59347308530113,New Customer,51
4,2021-04-17,Beauty,8,388.0362966240009,Male,Married,37.96328249953031,Returning Customer,23
3,2021-11-22,Clothing,7,356.53993355813907,Male,Divorced,21.928503300840248,New Customer,21
5,2021-05-15,Clothing,1,130.2289529153199,Female,Widowed,34.460757341905605,New Customer,41
5,2020-07-23,Books,4,287.0304386543784,Female,Married,8.994835543779935,Returning Customer,57
6,2021-05-13,Electronics,10,130.14116588282369,Female,Married,8.622697816361146,New Customer,57
5,2020-10-27,Beauty,3,79.7661535139701,Female,Widowed,9.564599183290976,New Customer,52
5,2021-08-31,Home,7,220.4803389941074,Female,Divorced,40.380744694656656,Returning Customer,61
5,2020-02-29,Home,9,200.78722395938112,Female,Widowed,18.261889242801836,New Customer,61
3,2021-03-15,Home,4,419.8299867021524,Female,Single,34.024258667318385,New Customer,19
2,2021-04-29,Beauty,3,213.31342947146146,Male,Married,43.72414003939472,Returning Customer,32
6,2020-03-03,Beauty,3,136.19233098879096,Female,Divorced,5.972679160796295,New Customer,74
6,2020-08-01,Electronics,6,187.58412443363707,Female,Divorced,16.91970481835145,Returning Customer,35
4,2021-09-02,Clothing,5,343.9147000779472,Male,Single,16.34894429429083,New Customer,75
1,2021-03-06,Books,10,124.88313349529236,Male,Divorced,40.509435066192964,Returning Customer,39
4,2020-09-15,Electronics,6,167.52308470376278,Female,Married,33.738847570740504,New Customer,79
5,2020-05-19,Books,7,375.74294430519524,Male,Single,41.29978503480503,New Customer,56
4,2021-04-11,Home,9,159.67030772298898,Male,Married,28.15798159321002,Returning Customer,79
3,2021-11-22,Beauty,8,456.93340133918986,Female,Married,37.526884477740516,Returning Customer,67
2,2020-06-19,Books,9,283.63456828148696,Female,Married,32.832739010073766,Returning Customer,36
2,2021-08-29,Electronics,8,63.62990112434232,Female,Divorced,29.27879240507655,Returning Customer,24
5,2021-10-10,Electronics,1,236.64103832416055,Female,Married,25.701732441327273,Returning Customer,24
4,2020-12-17,Beauty,1,384.55249367101135,Female,Married,46.58970243345897,New Customer,60
1,2021-01-10,Home,3,194.92767030300237,Male,Married,29.811842501159322,New Customer,30
6,2021-02-15,Books,9,15.09270990016807,Female,Divorced,11.206175606809408,Returning Customer,21
3,2021-07-10,Books,9,196.00655962997806,Male,Single,31.643501807925755,Returning Customer,51
2,2020-02-15,Beauty,10,73.27304629806414,Male,Widowed,48.235013276511694,New Customer,72
1,2020-10-08,Clothing,5,28.70792888481773,Female,Widowed,28.8392053457813,New Customer,74
5,2021-12-29,Clothing,7,44.54237765368198,Female,Married,37.492260875311906,Returning Customer,41
5,2021-01-31,Electronics,3,310.8193203652625,Female,Single,20.854834952821903,New Customer,52
2,2020-04-14,Home,8,45.220528149110116,Male,Divorced,11.528578381552613,New Customer,57
3,2020-02-22,Books,6,318.2217304812091,Female,Married,21.571886843038527,New Customer,61
3,2021-03-14,Beauty,6,148.413503519142,Female,Married,17.24701249504505,New Customer,44
1,2020-08-14,Books,4,322.85472466630455,Male,Single,13.819443597609046,Returning Customer,73
6,2021-07-23,Clothing,2,495.12220365657595,Male,Married,21.095754798994392,Returning Customer,34
3,2021-01-02,Home,7,125.65672147954722,Female,Divorced,31.305889667001193,New Customer,69
2,2021-03-12,Home,1,12.768539125667552,Female,Divorced,17.844683953681518,Returning Customer,32
2,2020-12-29,Electronics,4,205.05414669333072,Male,Divorced,12.475368059192238,New Customer,20
5,2021-06-20,Electronics,9,332.1955357278465,Male,Single,9.632673899509784,New Customer,27
5,2020-09-15,Electronics,9,483.25771395671865,Female,Married,32.45830260701757,New Customer,35
3,2020-02-23,Clothing,4,308.011435846862,Female,Married,49.014263851069856,Returning Customer,59
1,2021-12-07,Books,3,165.24618423628814,Female,Divorced,49.11504211926115,Returning Customer,58
4,2020-12-03,Clothing,2,380.69881044638197,Male,Married,25.057708060135717,Returning Customer,69
5,2021-05-24,Beauty,9,390.5584918024645,Female,Widowed,43.39014217523287,New Customer,35
6,2020-07-06,Books,1,318.03497642553515,Female,Single,35.69503469550753,New Customer,34
5,2021-05-21,Home,3,103.12330328075052,Male,Single,49.831470880423076,Returning Customer,69
5,2021-07-22,Electronics,4,377.1059379900232,Female,Married,6.993642978817171,Returning Customer,36
2,2021-12-23,Electronics,4,53.24524660974678,Male,Divorced,7.956681180888941,Returning Customer,35
6,2021-12-12,Beauty,9,357.7971997124031,Male,Widowed,14.100424896825881,Returning Customer,76
3,2021-09-26,Clothing,9,443.8897855837278,Male,Married,33.91144754572036,Returning Customer,50
1,2021-05-05,Home,9,487.9849920767868,Male,Single,40.41662738720464,New Customer,60
1,2020-01-05,Books,7,196.19510669384488,Male,Single,14.520312536802235,New Customer,25
5,2021-09-14,Clothing,7,274.66102363927206,Female,Widowed,10.199637833383886,Returning Customer,74
4,2021-06-01,Beauty,10,142.35440369922645,Female,Married,44.854430385635766,New Customer,80
2,2021-07-14,Beauty,6,415.8431067190812,Female,Divorced,24.78253158633505,New Customer,23
3,2020-06-22,Books,5,484.37693799695177,Male,Widowed,11.703962235326575,Returning Customer,69
6,2020-06-01,Beauty,3,403.86465069107726,Female,Married,46.84968368075611,New Customer,50
2,2020-03-24,Home,10,326.6924355189434,Female,Divorced,40.135489858976364,Returning Customer,65
6,2021-07-01,Books,5,439.6685177970863,Male,Single,18.536607114777414,Returning Customer,21
4,2020-12-28,Home,1,304.70875777808686,Female,Single,42.83934423317748,Returning Customer,34
3,2021-05-21,Beauty,5,379.0649186825816,Female,Widowed,21.158204227377137,Returning Customer,65
1,2021-11-21,Electronics,9,266.1319683227285,Female,Divorced,42.10541002590633,Returning Customer,69
2,2020-01-22,Home,2,40.11571874834263,Female,Single,49.16301487410847,Returning Customer,18
6,2020-06-09,Books,5,306.3673452291846,Female,Divorced,17.235909661048638,Returning Customer,38
5,2020-04-04,Home,9,437.81639004117045,Female,Married,16.877692923211477,New Customer,41
2,2021-03-12,Beauty,7,387.5666070908115,Female,Widowed,7.941068523225017,Returning Customer,56
6,2021-02-14,Books,9,112.0508758238065,Female,Single,22.908475431506652,New Customer,53
2,2021-01-10,Clothing,6,242.9918073019281,Female,Single,37.95871642910843,New Customer,68
1,2020-03-11,Electronics,1,269.67758255528327,Male,Single,15.935425259560965,Returning Customer,51
2,2021-03-16,Electronics,1,152.8441409190129,Female,Widowed,23.04775302425692,Returning Customer,60
3,2020-08-18,Electronics,3,27.458551565832078,Female,Married,45.64285923677985,New Customer,58
1,2021-11-24,Beauty,2,17.663382579586308,Female,Married,48.670986421142786,New Customer,71
4,2020-10-10,Electronics,10,72.85149774420617,Male,Married,35.85191292123562,New Customer,25
6,2021-12-23,Beauty,8,489.535550051359,Male,Widowed,21.397364192781907,New Customer,55
1,2021-06-02,Home,3,149.79308266975733,Female,Divorced,18.506997575978602,Returning Customer,44
2,2020-09-20,Home,2,408.17801984480883,Female,Divorced,45.0023935074977,Returning Customer,25
4,2020-04-29,Beauty,4,28.088151182900656,Female,Divorced,28.3807468367581,New Customer,59
5,2020-05-23,Clothing,7,189.12527519528484,Male,Married,42.02829076474757,New Customer,72
1,2020-01-19,Beauty,5,300.4087886572711,Male,Widowed,42.38801718276115,Returning Customer,52
4,2020-06-25,Beauty,5,122.68700613488531,Female,Married,35.847691375657604,New Customer,44
4,2020-12-06,Beauty,7,215.0009135764488,Male,Widowed,18.537761738915727,New Customer,62
1,2021-11-18,Electronics,1,477.3488371442682,Female,Divorced,29.04850371056753,Returning Customer,66
3,2020-09-22,Clothing,5,226.55000006213382,Male,Single,41.83921450516624,Returning Customer,72
2,2020-07-30,Books,10,324.1012298280387,Male,Single,16.086501953882,Returning Customer,77
6,2021-02-05,Beauty,9,320.0821971504183,Male,Divorced,36.82321793109806,New Customer,38
1,2020-11-13,Electronics,7,219.44119770583865,Male,Married,41.5439226325059,New Customer,57
4,2020-05-26,Electronics,3,435.16020818849734,Male,Married,47.58144778293237,New Customer,44
5,2021-07-23,Beauty,5,389.02112657390853,Female,Widowed,47.17805245801907,New Customer,56
2,2021-03-30,Home,4,404.532269657418,Female,Widowed,31.53428316529547,New Customer,52
5,2021-04-08,Home,5,263.6782003274838,Female,Widowed,18.899155674320127,New Customer,65
5,2021-05-06,Clothing,1,19.344750039685984,Female,Divorced,17.57811169881495,Returning Customer,76
6,2021-04-28,Books,4,298.8987842505564,Female,Single,5.675940335259893,Returning Customer,21
5,2021-10-10,Clothing,10,82.93007478002812,Male,Divorced,36.70536053899175,New Customer,46
6,2021-03-02,Home,7,485.7357692284726,Female,Widowed,36.31087758678001,Returning Customer,38
4,2021-06-04,Clothing,10,481.81175733284465,Female,Single,30.105759814605573,Returning Customer,44
2,2020-03-18,Beauty,3,371.26363548354755,Male,Widowed,18.702591470273767,Returning Customer,38
6,2020-01-21,Books,8,435.6892990894129,Male,Divorced,21.032754193805005,New Customer,23
1,2020-11-12,Beauty,1,55.69861408173438,Female,Divorced,43.50022941919006,Returning Customer,33
6,2021-05-07,Books,2,491.43905723928157,Female,Married,7.6983590762491385,Returning Customer,35
6,2021-02-08,Beauty,10,20.75698072196299,Female,Widowed,11.521475288009345,New Customer,50
6,2020-02-15,Electronics,9,104.46187518850621,Female,Married,5.565080400070481,Returning Customer,18
4,2020-11-01,Books,10,242.1754118332881,Female,Widowed,19.538316175855442,Returning Customer,54
5,2021-05-07,Clothing,6,31.758752384934006,Male,Widowed,49.27155300070851,Returning Customer,39
2,2020-09-13,Clothing,10,137.22646053761923,Female,Married,25.70161831486371,Returning Customer,63
6,2020-12-11,Books,10,466.70298304494395,Female,Widowed,6.592841687051399,New Customer,54
4,2020-04-26,Home,8,324.63415983523123,Male,Divorced,18.392826637017713,New Customer,54
5,2021-05-22,Clothing,9,191.90749859084718,Male,Widowed,36.7787554049126,New Customer,26
6,2021-02-04,Clothing,7,396.79683969218485,Female,Divorced,16.6492189461312,Returning Customer,21
4,2021-02-22,Electronics,7,311.1675485316781,Male,Married,24.59907394388687,New Customer,32
1,2021-08-18,Home,6,422.1935416819403,Male,Single,31.272598019515314,Returning Customer,53
6,2021-03-05,Clothing,7,493.04692918483755,Male,Single,9.055661674967972,Returning Customer,76
4,2021-09-28,Books,1,241.53086593265294,Female,Divorced,43.760299807068,New Customer,72
5,2021-01-10,Electronics,7,266.28517318073955,Female,Divorced,21.201925506141396,Returning Customer,19
4,2021-08-07,Beauty,2,182.98650865924412,Male,Married,44.79403266198406,New Customer,57
4,2020-06-13,Electronics,10,318.44781974543,Male,Divorced,44.83773077685347,New Customer,76
5,2020-08-23,Electronics,1,397.90787126766975,Female,Married,15.006026708275675,New Customer,72
5,2021-09-06,Books,10,301.4446399498326,Female,Single,45.823981859373085,Returning Customer,19
6,2020-11-04,Home,1,394.90837555460007,Female,Single,5.0359144835417915,New Customer,41
4,2020-08-23,Beauty,7,352.841039269053,Male,Widowed,16.118465585116112,Returning Customer,23
1,2021-11-15,Electronics,5,322.22165658819875,Male,Widowed,24.204082456375986,Returning Customer,23
2,2020-10-31,Beauty,4,376.822302973351,Female,Married,9.950692803710286,Returning Customer,80
4,2020-08-10,Electronics,8,205.5256641612165,Female,Married,20.293832221224825,New Customer,60
5,2020-02-10,Beauty,6,352.35462786084645,Female,Single,31.17605950982818,Returning Customer,53
3,2020-08-08,Beauty,1,115.3562858856624,Female,Single,31.00081055436019,New Customer,26
1,2020-06-04,Clothing,2,86.49910802128183,Male,Married,41.82508651268538,New Customer,23
2,2021-08-19,Home,6,493.5043837195816,Female,Widowed,8.006416636359011,Returning Customer,75
1,2020-09-26,Home,6,203.8083291514182,Female,Widowed,29.34641808056513,Returning Customer,30
6,2021-10-22,Beauty,9,445.2630209828979,Female,Single,18.021256048833067,New Customer,54
2,2021-02-13,Books,7,150.36859570230743,Male,Single,10.417212921250892,New Customer,27
5,2021-08-16,Clothing,4,343.36800904558044,Female,Divorced,42.31140775150816,Returning Customer,43
1,2021-11-11,Books,1,462.97895387097606,Female,Divorced,29.882381183958,New Customer,44
2,2020-10-31,Clothing,10,44.859283170446815,Male,Divorced,17.656375957547606,New Customer,40
5,2020-02-06,Beauty,4,416.49758067951916,Female,Single,30.597751123117096,New Customer,77
1,2021-05-19,Clothing,9,482.7184795955224,Female,Widowed,47.33735102779947,Returning Customer,77
2,2021-10-08,Home,5,462.0512323680794,Male,Single,19.804858075483963,Returning Customer,48
3,2021-07-15,Home,1,168.19982436399764,Male,Single,7.518048561144999,New Customer,48
3,2020-06-27,Books,1,271.08423612649665,Female,Married,12.132886399266177,Returning Customer,35
6,2020-04-05,Home,10,216.9538006893108,Female,Divorced,26.001332340946014,New Customer,66
6,2020-09-28,Beauty,5,386.187188292876,Female,Divorced,41.91616506159034,Returning Customer,21
6,2021-12-05,Home,1,249.59090594987515,Male,Widowed,47.5678828500182,New Customer,74
5,2020-11-04,Books,1,74.53218312310374,Male,Divorced,33.19088684903051,Returning Customer,37
1,2020-05-15,Beauty,6,347.11882722332666,Male,Divorced,24.54874347302009,Returning Customer,32
2,2021-02-27,Electronics,8,328.30958538745796,Male,Divorced,11.134766985195451,New Customer,52
3,2021-11-06,Beauty,7,58.75675286975827,Female,Widowed,17.193958116182607,New Customer,55
5,2021-12-25,Clothing,9,289.91461715207686,Female,Divorced,46.02958670638104,New Customer,18
2,2021-05-25,Beauty,6,173.43627529216212,Female,Widowed,46.20366622304547,Returning Customer,53
3,2021-01-16,Books,8,231.07155642712698,Female,Married,13.097676012579127,Returning Customer,22
6,2021-11-03,Books,10,429.49680360964135,Male,Single,23.48596515257201,New Customer,51
3,2021-03-30,Electronics,9,486.1442962265403,Male,Married,7.967769672811018,New Customer,34
6,2020-03-30,Home,2,359.0418327061557,Female,Single,33.03145932532371,New Customer,74
2,2020-01-24,Beauty,6,202.42962887900669,Female,Widowed,8.231967587024412,New Customer,78
5,2020-01-05,Home,1,421.15485937519554,Male,Widowed,47.71820072031129,New Customer,33
5,2020-07-07,Beauty,7,385.54290037948647,Female,Married,40.024524922394264,New Customer,50
2,2020-11-25,Electronics,8,492.46391713759914,Male,Widowed,17.60749676033623,New Customer,71
3,2021-08-27,Home,7,43.19817894771691,Male,Married,6.626320752073008,Returning Customer,21
6,2020-04-11,Books,3,31.806657991397913,Male,Single,38.18993753834434,New Customer,44
6,2020-03-14,Clothing,1,248.9695479761222,Female,Widowed,12.451089155892031,New Customer,49
1,2020-04-22,Books,4,415.6857039311991,Female,Divorced,48.42657449801508,New Customer,71
6,2020-07-10,Clothing,9,49.573955418970606,Female,Married,42.5568753763414,Returning Customer,80
3,2020-12-25,Books,3,15.163106459345784,Male,Single,42.19896714524516,New Customer,79
3,2021-03-18,Books,7,304.13750758004323,Female,Single,23.841934352477168,Returning Customer,69
1,2021-08-15,Home,7,34.85020251713361,Male,Widowed,17.38928626720988,Returning Customer,26
